prediction_id,fixture_id,market_code,model_name,model_version,p_pred,prediction_created_at,league_code,match_datetime_utc,actual,brier,edge,odds_used,hours_to_kickoff,odds_band,kickoff_band,edge_band
1742607,611,u25,market_outcome_gbm,fixtures_first_prematch_v1,0.444732660124964,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,1.0,0.30832181873189884,,,1.8321484244444444,missing,<=6h,missing
1742606,611,u15,market_outcome_gbm,fixtures_first_prematch_v1,0.203301538176627,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,1.0,0.6347284390717285,,,1.8321484244444444,missing,<=6h,missing
1742605,611,o45,market_outcome_gbm,fixtures_first_prematch_v1,0.14115759342606135,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.01992546618183724,,,1.8321484244444444,missing,<=6h,missing
1742604,611,o35,market_outcome_gbm,fixtures_first_prematch_v1,0.28848632096326005,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.08322435738291709,,,1.8321484244444444,missing,<=6h,missing
1742603,611,o25,market_outcome_gbm,fixtures_first_prematch_v1,0.5598650410244613,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.3134488641613218,-0.04013495897553876,1.6666666666666665,1.8321484244444444,1.51-1.80,<=6h,<0%
1570725,614,ao15,market_outcome_gbm,fixtures_first_prematch_v1,0.3327937125907092,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,1.0,0.44516422995848914,,,1.8321484244444444,missing,<=6h,missing
1570724,614,ho15,market_outcome_gbm,fixtures_first_prematch_v1,0.4087107275044653,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.1670444587772293,,,1.8321484244444444,missing,<=6h,missing
1570723,614,dc_12,market_outcome_gbm,fixtures_first_prematch_v1,0.7630709481267494,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,1.0,0.056135375621557494,,,1.8321484244444444,missing,<=6h,missing
1570722,614,dc_x2,market_outcome_gbm,fixtures_first_prematch_v1,0.6160253794892717,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,1.0,0.14743650919635778,,,1.8321484244444444,missing,<=6h,missing
1570721,614,dc_1x,market_outcome_gbm,fixtures_first_prematch_v1,0.6475099751061714,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.41926916786199464,,,1.8321484244444444,missing,<=6h,missing
1570720,614,1x2_a,market_outcome_gbm,fixtures_first_prematch_v1,0.3524900248938287,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,1.0,0.41926916786199453,,,1.8321484244444444,missing,<=6h,missing
1570719,614,1x2_d,market_outcome_gbm,fixtures_first_prematch_v1,0.23692905187325064,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.056135375621557494,,,1.8321484244444444,missing,<=6h,missing
1570718,614,1x2_h,market_outcome_gbm,fixtures_first_prematch_v1,0.38397462051072817,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.1474365091963577,,,1.8321484244444444,missing,<=6h,missing
1570708,614,o15,market_outcome_gbm,fixtures_first_prematch_v1,0.767364404796055,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,1.0,0.054119320155893734,-0.03263559520394499,1.25,1.8321484244444444,<=1.50,<=6h,<0%
1570691,613,ao15,market_outcome_gbm,fixtures_first_prematch_v1,0.40806965458178707,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.16652084299049902,,,1.8321484244444444,missing,<=6h,missing
1570690,613,ho15,market_outcome_gbm,fixtures_first_prematch_v1,0.33273332727985977,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.11071146708272628,,,1.8321484244444444,missing,<=6h,missing
1570689,613,dc_12,market_outcome_gbm,fixtures_first_prematch_v1,0.716949473627236,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,1.0,0.08011760047989874,,,1.8321484244444444,missing,<=6h,missing
1570688,613,dc_x2,market_outcome_gbm,fixtures_first_prematch_v1,0.7820388349514564,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,1.0,0.04750706946931845,,,1.8321484244444444,missing,<=6h,missing
1570687,613,dc_1x,market_outcome_gbm,fixtures_first_prematch_v1,0.6159294725642195,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.3793691151732376,,,1.8321484244444444,missing,<=6h,missing
1570686,613,1x2_a,market_outcome_gbm,fixtures_first_prematch_v1,0.3840705274357805,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,1.0,0.3793691151732376,,,1.8321484244444444,missing,<=6h,missing
1570685,613,1x2_d,market_outcome_gbm,fixtures_first_prematch_v1,0.28305052637276396,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.08011760047989874,,,1.8321484244444444,missing,<=6h,missing
1570684,613,1x2_h,market_outcome_gbm,fixtures_first_prematch_v1,0.2179611650485437,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.047507069469318514,,,1.8321484244444444,missing,<=6h,missing
1570674,613,o15,market_outcome_gbm,fixtures_first_prematch_v1,0.7544624631714599,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.5692136083347465,-0.02331531460631797,1.2857142857142856,1.8321484244444444,<=1.50,<=6h,<0%
